Price,Lon,Lat,Gr.Liv.Area,House.Style,Year.Remod.Add,Central.Air,Full.Bath,Half.Bath,Bedroom.AbvGr,Garage.Cars
199530,0.349955,0.521869,864,1Story,1951,Y,1,0,2,2
251182,0.127705,0.048497,1340,1Story,2006,Y,1,0,3,1
200958,0.72544,0.252136,1388,2Story,1977,Y,1,1,3,1
347463,0.302904,0.077799,1700,1Story,2003,Y,2,0,3,2
274659,0.551542,0.531493,1479,2Story,2005,Y,2,1,3,2
187823,0.568273,0.043944,900,1Story,1967,Y,1,0,3,1
279011,0.014775,0.832924,1636,2Story,1999,Y,2,1,3,2
210080,0.86058,0.768226,1041,1Story,1959,Y,1,0,3,1
239836,0.441318,0.379319,1113,1Story,2007,Y,1,0,3,1
263050,0.372197,0.719593,1446,2Story,1997,Y,2,1,3,2
189621,0.698729,0.73069,864,1Story,1959,Y,1,0,2,1
259730,0.090707,0.755606,1141,1Story,2006,Y,1,1,3,2
273365,0.608978,0.819241,1660,2Story,1995,Y,1,1,3,1
264831,0.409535,0.923295,1611,2Story,2005,Y,2,1,3,2
212526,0.570717,0.048099,1290,2Story,2000,Y,1,1,3,1
130714,0.131572,0.582063,572,1Story,1950,N,1,0,2,1
388442,0.838833,0.866601,2683,2Story,1991,Y,2,1,4,2
318728,0.680534,0.184012,1707,1Story,1998,Y,2,0,3,2
270309,0.931231,0.01043,1474,1Story,1952,Y,1,0,3,2
245533,0.467766,0.37112,1143,1Story,1983,Y,1,0,2,1
313206,0.738431,0.642381,1414,1Story,2002,Y,1,0,3,2
221198,0.385454,0.951893,833,1Story,1984,Y,1,0,2,2
192997,0.240322,0.127103,1096,SLvl,1975,Y,1,0,3,1
NA,0.697629,0.748643,1638,2Story,1998,Y,2,1,3,2
386741,0.022327,0.643317,1836,1Story,2005,Y,2,0,3,3
371422,0.849615,0.834013,1902,1Story,2002,Y,2,0,3,2
244698,0.857455,0.862839,1383,1Story,1954,Y,1,0,3,1
232990,0.182329,0.56692,1051,1Story,1968,Y,1,0,3,2
NA,0.92501,0.58283,864,1Story,1972,Y,1,0,3,2
171641,0.477064,0.268905,704,1Story,2001,Y,1,0,2,1
139162,0.370455,0.465751,708,1Story,1950,Y,1,0,2,0
NA,0.498617,0.834906,2372,2Story,1965,N,2,0,4,1
419890,0.436564,0.587261,2000,1Story,2005,Y,2,1,3,3
254452,0.012322,0.64668,1350,1Story,1974,Y,2,0,3,2
NA,0.936406,0.73757,334,1Story,1950,N,1,0,1,0
158262,0.099881,0.946497,845,1Story,1957,N,1,0,3,1
303397,0.933746,0.71026,1479,1Story,2003,Y,2,0,3,2
413266,0.935077,0.725786,2296,2Story,2008,Y,2,1,3,3
275730,0.206229,0.048681,1601,SLvl,1987,Y,1,0,3,1
223913,0.785235,0.271176,1064,1Story,1967,Y,1,0,3,2
300151,0.068133,0.386721,1610,1Story,1987,Y,2,0,3,2
230330,0.511992,0.23621,1320,2Story,1994,Y,2,1,3,2
466830,0.955366,0.580472,1978,1Story,2007,Y,2,0,2,3
NA,0.095587,0.503071,1001,1Story,2007,Y,1,0,2,1
291431,0.049106,0.886237,1422,1Story,2004,Y,2,0,3,2
398693,0.763763,0.417171,2331,2Story,2005,Y,2,1,3,3
278861,0.946542,0.621854,1466,1Story,1959,Y,1,1,3,2
136155,0.084425,0.765312,906,2Story,1950,Y,1,0,2,1
211048,0.142432,0.540537,1050,1Story,1971,Y,1,1,3,1
231192,0.560036,0.404449,816,1Story,2007,Y,1,0,2,1
NA,0.470221,0.326172,912,1Story,1995,Y,1,0,2,1
240029,0.574555,0.423157,1028,1Story,1950,Y,1,0,2,2
341968,0.800662,0.556438,2673,2Story,1991,Y,2,1,4,2
240976,0.083033,0.166053,1100,1Story,1996,Y,1,1,3,2
NA,0.580848,0.916706,1122,1Story,2005,Y,1,0,2,2
371002,0.830789,0.732789,1959,2Story,2006,Y,2,1,3,3
309920,0.07182,0.139938,1602,1Story,2000,Y,2,0,3,2
311497,0.081784,0.603704,1587,1Story,1971,Y,2,0,3,2
242723,0.626794,0.761756,825,1Story,1995,Y,1,0,2,2
NA,0.126728,0.10107,1080,1Story,2005,Y,1,0,3,0
207009,0.290783,0.89976,1238,1Story,1950,Y,1,1,3,1
333953,0.80099,0.612261,2340,2Story,2006,Y,2,0,4,1
200091,0.189967,0.184184,954,1Story,1950,Y,1,0,2,1
184137,0.017622,0.07876,934,SLvl,1964,Y,1,0,2,1
196747,0.228592,0.18681,1005,1Story,1956,Y,1,0,2,1
172665,0.555963,0.076255,986,1Story,1950,N,1,0,2,1
153860,0.342689,0.934653,1242,2Story,1950,Y,1,1,3,1
280273,0.706547,0.960999,1509,2Story,2003,Y,2,1,3,2
272216,0.069839,0.281525,2112,2Story,1969,Y,2,1,4,2
214991,0.742959,0.049781,864,1Story,2007,Y,1,0,3,1
189244,0.185702,0.810224,907,1Story,1978,Y,1,0,3,1
302208,0.55167,0.463237,1500,1Story,2006,Y,2,0,3,2
214899,0.307098,0.003084,816,1Story,2008,Y,1,0,3,1
315586,0.863913,0.652395,1720,2Story,2003,Y,2,1,3,2
288105,0.596384,0.338373,1178,1Story,2003,Y,1,1,3,2
271426,0.48593,0.630042,1978,2Story,1968,Y,2,1,4,2
276022,0.435244,0.872667,1422,1Story,1981,Y,2,0,3,2
NA,0.572124,0.916953,2020,1Story,2008,Y,2,0,3,3
257451,0.054947,0.583886,1026,1Story,2005,Y,1,0,3,2
214659,0.2485,0.499733,1507,SLvl,1960,Y,2,0,4,1
216336,0.236796,0.964992,1040,1Story,2003,Y,1,0,3,1
NA,0.273191,0.70995,2156,1Story,2003,Y,2,0,3,2
211119,0.874674,0.231801,864,1Story,1970,Y,1,0,3,2
359424,0.172652,0.640467,1743,1Story,1976,Y,0,1,0,2
351688,0.722901,0.320991,1574,1Story,2006,Y,2,0,3,3
272688,0.286452,0.312179,1418,1Story,1998,Y,2,0,3,2
285030,0.290824,0.337195,1264,1Story,1977,Y,1,0,2,2
NA,0.156463,0.259561,1536,2Story,2005,Y,2,1,3,2
266424,0.185328,0.521964,1593,2Story,1993,Y,2,1,3,2
333536,0.011597,0.744961,1786,1Story,2003,Y,2,0,3,3
156377,0.312643,0.513817,876,1Story,1959,Y,1,0,3,1
180725,0.444512,0.201659,864,1Story,1958,Y,1,0,3,2
257158,0.104464,0.394151,1952,2Story,2005,Y,1,1,4,1
244997,0.998549,0.411104,960,1Story,1980,Y,1,0,2,2
235461,0.767067,0.333389,1042,SLvl,1965,Y,2,0,3,2
319511,0.870468,0.494459,1644,1Story,1953,Y,1,0,3,2
264942,0.559031,0.415174,1097,1Story,1985,Y,2,0,3,2
263201,0.482748,0.464874,1514,2Story,2000,Y,2,1,3,2
186653,0.617599,0.409859,778,1Story,1955,Y,1,0,2,1
287835,0.394247,0.850801,1440,1Story,2003,Y,2,0,3,2
238296,0.875722,0.433386,1603,2Story,1950,Y,1,0,4,2
277357,0.940033,0.595536,1680,2Story,1994,Y,2,1,3,2
NA,0.19675,0.348235,1138,SLvl,1958,Y,1,0,3,1
211997,0.046205,0.363167,1196,1Story,1968,Y,1,0,3,1
269435,0.16971,0.975795,1382,1Story,1979,Y,1,1,3,2
354364,0.311422,0.010772,1654,1Story,2002,Y,2,0,3,3
192181,0.847683,0.74455,892,1Story,1967,Y,1,0,3,1
336069,0.184353,0.664189,1563,1Story,2007,Y,2,0,3,3
366913,0.096342,0.419377,1838,1Story,2006,Y,2,0,2,3
